District Name,District Code,Block Name,Block Code,Cluster Code,School Name,UDISE Code,School Management,School Category,PP3(Boys),PP3(Girls),PP3(Trans),PP3(Total),PP2(Boys),PP2(Girls),PP2(Trans),PP2(Total),PP1(Boys),PP1(Girls),PP1(Trans),PP1(Total),Class 1(Boys),Class 1(Girls),Class 1(Trans),Class 1(Total),Class 2(Boys),Class 2(Girls),Class 2(Trans),Class 2(Total),Class 3(Boys),Class 3(Girls),Class 3(Trans),Class 3(Total),Class 4(Boys),Class 4(Girls),Class 4(Trans),Class 4(Total),Class 5(Boys),Class 5(Girls),Class 5(Trans),Class 5(Total),Class 6(Boys),Class 6(Girls),Class 6(Trans),Class 6(Total),Class 7(Boys),Class 7(Girls),Class 7(Trans),Class 7(Total),Class 8(Boys),Class 8(Girls),Class 8(Trans),Class 8(Total),Class 9(Boys),Class 9(Girls),Class 9(Trans),Class 9(Total),Class 10(Boys),Class 10(Girls),Class 10(Trans),Class 10(Total),Class 11(Boys),Class 11(Girls),Class 11(Trans),Class 11(Total),Class 12(Boys),Class 12(Girls),Class 12(Trans),Class 12(Total),Total Boys,Total Girls,Total Trans,Grand Total
PASCHIM BARDHAMAN,1926,BARABANI,192602,CLU1920830,PAHARBERA F.P. SCHOOL,19260200902,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,13,9,11,0,20,6,7,0,13,6,4,0,10,4,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,33,0,64
PASCHIM BARDHAMAN,1926,BARABANI,192602,CLU1920799,PANCHGACHIA ADARSHA HINDI F.P.,19260202803,1,1,0,0,0,0,0,0,0,0,6,9,0,15,11,14,0,25,16,10,0,26,25,35,0,60,20,25,0,45,33,33,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,126,0,237
PASCHIM BARDHAMAN,1926,BARABANI,192602,CLU1920799,PANCHGACHIA ADARSHA HINDI HIGH,19260202602,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,34,0,78,34,42,0,76,50,40,0,90,69,52,1,122,62,43,0,105,32,30,0,62,26,35,0,61,317,276,1,594
PASCHIM BARDHAMAN,1926,BARABANI,192602,CLU1920799,PANCHGACHIA M.V. VIDYAYATAN,19260202502,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,57,100,0,0,100,117,0,0,117,129,0,0,129,233,0,0,233,178,0,0,178,62,0,0,62,90,0,0,90,966,0,0,966
PASCHIM BARDHAMAN,1926,BARABANI,192602,CLU1920799,PANCHGACHIA VIVEKANANDA F.P.SCHOOL,19260203001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,12,7,8,0,15,11,9,0,20,8,13,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,35,0,68
PASCHIM BARDHAMAN,1926,BARABANI,192602,CLU1920835,PANIFALA F.P. SCHOOL,19260207003,1,1,0,0,0,0,0,0,0,0,4,1,0,5,6,5,0,11,1,3,0,4,4,3,0,7,2,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0,33
PASCHIM BARDHAMAN,1926,BARABANI,192602,CLU1922530,PANURIA A.L.F.P. SCHOOL,19260205701,1,1,0,0,0,0,0,0,0,0,11,11,0,22,14,7,0,21,12,13,0,25,11,5,0,16,7,10,0,17,15,9,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,55,0,125
PASCHIM BARDHAMAN,1926,BARABANI,192602,CLU1922530,PANURIA HATTALA SSK,19260205503,12,1,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,20,13,17,0,30,10,14,0,24,15,9,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,50,0,98
PASCHIM BARDHAMAN,1926,BARABANI,192602,CLU1922530,PANURIA HATTOLA URDU F.P. SCHOL,19260205703,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,5,6,4,0,10,1,2,0,3,4,3,0,7,5,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,0,31
PASCHIM BARDHAMAN,1926,BARABANI,192602,CLU1922530,PANURIA HATTOLA URDU JR. HIGH SCHOOL,19260205801,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PASCHIM BARDHAMAN,1926,BARABANI,192602,CLU1922530,PANURIA RUIDASPARA SSK,19260205706,12,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,1,1,0,2,5,0,0,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,12
PASCHIM BARDHAMAN,1926,BARABANI,192602,CLU1920830,PARIRA F.P. SCHOOL,19260200804,1,1,0,0,0,0,0,0,0,0,9,5,0,14,6,8,0,14,4,3,0,7,13,4,0,17,7,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,26,0,65
PASCHIM BARDHAMAN,1926,BARABANI,192602,CLU1922530,PARUL BERIA F.P. SCHOOL,19260204702,1,1,0,0,0,0,0,0,0,0,10,13,0,23,9,8,0,17,5,5,0,10,5,8,0,13,7,9,0,16,6,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,54,0,96
PASCHIM BARDHAMAN,1926,BARABANI,192602,CLU1920835,PUNCHRA B.M.D.J.S. HIGH SCHOOL,19260207002,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,0,34,18,38,0,56,37,40,0,77,33,34,0,67,43,45,0,88,32,35,0,67,0,0,0,0,0,0,0,0,176,213,0,389
PASCHIM BARDHAMAN,1926,BARABANI,192602,CLU1920835,PUNCHRA F.P. SCHOOL,19260207001,1,1,0,0,0,0,0,0,0,0,10,8,0,18,21,25,0,46,14,18,0,32,23,15,0,38,8,16,0,24,7,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,87,0,170
PASCHIM BARDHAMAN,1926,BARABANI,192602,CLU1922531,PURATAN CHATTI F.P. SCHOOL,19260207502,1,1,0,0,0,0,0,0,0,0,7,8,0,15,12,8,0,20,12,5,0,17,13,6,0,19,5,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,31,0,80
PASCHIM BARDHAMAN,1926,BARABANI,192602,CLU1922530,PUTULIA F.P. SCHOOL,19260204801,1,1,0,0,0,0,0,0,0,0,1,7,0,8,2,3,0,5,6,2,0,8,4,2,0,6,1,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,0,32
PASCHIM BARDHAMAN,1926,BARABANI,192602,CLU1920835,RAMPUR F.P. SCHOOL,19260206502,1,1,0,0,0,0,0,0,0,0,10,6,0,16,9,8,0,17,4,6,0,10,9,9,0,18,8,7,0,15,5,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,40,0,85
PASCHIM BARDHAMAN,1926,BARABANI,192602,CLU1922531,RANIGANJ CHATTI F.P. SCHOOL,19260207501,1,1,0,0,0,0,0,0,0,0,4,2,0,6,6,2,0,8,6,3,0,9,5,4,0,9,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,14,0,37
PASCHIM BARDHAMAN,1926,BARABANI,192602,CLU1920815,RASUNPUR F.P. SCHOOL,19260201902,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,15,7,6,0,13,2,6,0,8,10,11,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,32,0,57
PASCHIM BARDHAMAN,1926,BARABANI,192602,CLU1920815,RASUNPUR JR HIGH SCHOOL,19260202106,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,8,10,0,18,12,15,0,27,18,10,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,38,0,80
PASCHIM BARDHAMAN,1926,BARABANI,192602,CLU1922530,ROSHNA F.P. SCHOOL,19260204601,1,1,0,0,0,0,0,0,0,0,1,1,0,2,3,3,0,6,5,5,0,10,2,2,0,4,7,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,0,32
PASCHIM BARDHAMAN,1926,BARABANI,192602,CLU1922530,RUNAKURA F.P. SCHOOL,19260204602,1,1,0,0,0,0,0,0,0,0,3,3,0,6,5,1,0,6,0,0,0,0,1,1,0,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,17
PASCHIM BARDHAMAN,1926,BARABANI,192602,CLU1920784,SARASWATI VIDYAMANDIR ,19260200404,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PASCHIM BARDHAMAN,1926,BARABANI,192602,CLU1922530,SATTA F.P. SCHOOL,19260205401,1,1,0,0,0,0,0,0,0,0,5,4,0,9,6,3,0,9,1,7,0,8,0,7,0,7,8,2,0,10,6,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,29,0,55
PASCHIM BARDHAMAN,1926,BARABANI,192602,CLU1920860,SETE KANYAPUR F.P. SCHOOL,19260208802,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,7,0,10,2,6,0,8,3,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,30
PASCHIM BARDHAMAN,1926,BARABANI,192602,CLU1920815,SHYAMAPUR ADIBASI F.P. SCHOOL,19260202101,1,1,0,0,0,0,0,0,0,0,1,1,0,2,4,1,0,5,1,1,0,2,2,3,0,5,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,18
PASCHIM BARDHAMAN,1926,BARABANI,192602,CLU1920784,SHYAMSUNDARPUR F.P. SCHOOL,19260203702,1,1,0,0,0,0,0,0,0,0,7,8,0,15,5,2,0,7,10,4,0,14,5,2,0,7,6,6,0,12,10,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,29,0,72
PASCHIM BARDHAMAN,1926,BARABANI,192602,CLU1920835,SIDABARI F.P. SCHOOL,19260206801,1,1,0,0,0,0,0,0,0,0,1,5,0,6,9,12,0,21,9,11,0,20,7,4,0,11,10,11,0,21,8,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,50,0,94
PASCHIM BARDHAMAN,1926,BARABANI,192602,CLU1920784,SINGHA BAHANI F.P. SCHOOL,19260204303,1,1,0,0,0,0,0,0,0,0,7,9,0,16,11,8,0,19,9,6,0,15,5,5,0,10,5,16,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,44,0,81
PASCHIM BARDHAMAN,1926,BARABANI,192602,CLU1920784,SINGHA BAHINI HIGH SCHOOL,19260204503,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,18,15,12,0,27,9,4,0,13,13,14,0,27,7,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,56,44,0,100
PASCHIM BARDHAMAN,1926,BARABANI,192602,CLU1920815,SORISATOLI F.P. SCHOOL,19260202003,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,10,5,2,0,7,4,2,0,6,6,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,0,36
PASCHIM BARDHAMAN,1926,BARABANI,192602,CLU1920784,STUDY HOME,19260204206,5,1,0,0,0,0,0,0,0,0,2,2,0,4,5,2,0,7,2,0,0,2,3,2,0,5,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,22
PASCHIM BARDHAMAN,1926,BARABANI,192602,CLU1922531,TALKANALI SSK,19260207302,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PASCHIM BARDHAMAN,1926,BARABANI,192602,CLU1920860,TANTULIA KANYAPUR SSK,19260208804,12,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,7,4,3,0,7,3,1,0,4,4,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,0,24
PASCHIM BARDHAMAN,1926,BARABANI,192602,CLU1920835,TARAKESHWAR INTERNATIONAL SCHOOL,19266100167,5,2,0,0,0,0,0,0,0,0,18,17,0,35,10,15,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,32,0,60
PASCHIM BARDHAMAN,1926,BARABANI,192602,CLU1922530,VIVEKANANDA PUBLIC SCHOOL,19260204805,8,1,0,0,0,0,0,0,0,0,9,8,0,17,7,4,0,11,0,0,0,0,0,0,0,0,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,0,32
